,year,X,time.year.depth,date,time.category,depth.target..m.,group,common.name,genus.species,genus.species.updated,number,CPUE.m2.of.net,shrimp.cpue,avg.oni.previous.12.months,el.nino.la.nina
676,2018,408,evening_2018_50,11-13May,evening,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,Pandalus hypsinotus,35,1295,0.027027027,-0.441666667,no signal
678,2018,719,night_2018_50,11-13May,night,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,Pandalus hypsinotus,20,1295,0.015444015,-0.441666667,no signal
694,2019,728,night_2019_25,10-11May,night,25,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,Pandalus hypsinotus,1,1295,0.000772201,0.491666667,El Nino
716,2019,557,morning_2019_50,10-11May,morning,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,Pandalus hypsinotus,2,1295,0.001544402,0.491666667,El Nino
2,1999,123,early morning_1999_50,14-15May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,NA,NA,NA,NA
3,1999,124,early morning_1999_50,14-15May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,5,NA,NA,NA,NA
5,1999,126,early morning_1999_70,14-15May,early morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,10,NA,NA,NA,NA
8,1999,276,evening_1999_50,14-15May,evening,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,2,NA,NA,NA,NA
13,1999,6,afternoon_1999_70,14-15May,afternoon,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,4,NA,NA,NA,NA
15,1999,3,afternoon_1999_50,14-15May,afternoon,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,NA,NA,NA,NA
21,1999,5,afternoon_1999_70,14-15May,afternoon,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,12,NA,NA,NA,NA
53,2001,138,early morning_2001_70,11-12May,early morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,13,1295,0.01003861,-0.566666667,La Nina
57,2001,286,evening_2001_50,11-12May,evening,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,1295,0.000772201,-0.566666667,La Nina
61,2001,579,night_2001_70,11-12May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,6,1295,0.004633205,-0.566666667,La Nina
62,2001,133,early morning_2001_50,11-12May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,4,1295,0.003088803,-0.566666667,La Nina
67,2001,7,afternoon_2001_70,11-12May,afternoon,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,13,1295,0.01003861,-0.566666667,La Nina
68,2001,576,night_2001_10,11-12May,night,10,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,1295,0.000772201,-0.566666667,La Nina
72,2002,291,evening_2002_50,17-18May,evening,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,7,1295,0.005405405,-0.125,no signal
75,2002,140,early morning_2002_50,17-18May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,6,1295,0.004633205,-0.125,no signal
78,2002,143,early morning_2002_70,17-18May,early morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,12,1295,0.009266409,-0.125,no signal
79,2002,581,night_2002_25,17-18May,night,25,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,3,1295,0.002316602,-0.125,no signal
80,2002,439,morning_2002_50,17-18May,morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,4,1295,0.003088803,-0.125,no signal
84,2002,443,morning_2002_70,17-18May,morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,12,1295,0.009266409,-0.125,no signal
87,2002,294,evening_2002_70,17-18May,evening,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,36,1295,0.027799228,-0.125,no signal
90,2002,582,night_2002_70,17-18May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,13,1295,0.01003861,-0.125,no signal
91,2002,9,afternoon_2002_50,17-18May,afternoon,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,11,1295,0.008494208,-0.125,no signal
99,2003,587,night_2003_70,16-17May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,9,1295,0.006949807,0.775,El Nino
100,2003,145,early morning_2003_50,16-17May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,1295,0.000772201,0.775,El Nino
107,2003,586,night_2003_50,16-17May,night,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,50,1295,0.038610039,0.775,El Nino
108,2003,150,early morning_2003_70,16-17May,early morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,124,1295,0.095752896,0.775,El Nino
109,2003,446,morning_2003_70,16-17May,morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,159,1295,0.122779923,0.775,El Nino
113,2004,592,night_2004_50,14-15May,night,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,2,1295,0.001544402,0.191666667,no signal
116,2004,448,morning_2004_50,14-15May,morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,1295,0.000772201,0.191666667,no signal
122,2004,593,night_2004_70,14-15May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,1,1295,0.000772201,0.191666667,no signal
123,2004,153,early morning_2004_50,14-15May,early morning,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,2,1295,0.001544402,0.191666667,no signal
126,2005,453,morning_2005_70,13-14May,morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,17,1295,0.013127413,0.533333333,El Nino
127,2005,300,evening_2005_70,13-14May,evening,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,17,1295,0.013127413,0.533333333,El Nino
132,2005,13,afternoon_2005_70,13-14May,afternoon,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,19,1295,0.014671815,0.533333333,El Nino
134,2005,600,night_2005_70,13-14May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,27,1295,0.020849421,0.533333333,El Nino
135,2005,156,early morning_2005_70,13-14May,early morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,16,1295,0.012355212,0.533333333,El Nino
137,2005,452,morning_2005_70,13-14May,morning,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,17,1295,0.013127413,0.533333333,El Nino
138,2005,596,night_2005_10,13-14May,night,10,shrimp,ocean (smooth) pink shrimp,Pandalus jordani,Pandalus eous,2,1295,0.001544402,0.533333333,El Nino
22,1999,567,night_1999_70,14-15May,night,70,shrimp,ocean (smooth) pink shrimp,Pandalus jordani ,Pandalus eous,4,NA,NA,NA,NA
24,1999,565,night_1999_50,14-15May,night,50,shrimp,ocean (smooth) pink shrimp,Pandalus jordani ,Pandalus eous,17,NA,NA,NA,NA
26,2000,284,evening_2000_70,12-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1295,0.002316602,-1.241666667,La Nina
46,2000,573,night_2000_70,12-13May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,9,1295,0.006949807,-1.241666667,La Nina
51,2001,289,evening_2001_70,11-12May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,19,1295,0.014671815,-0.566666667,La Nina
59,2001,580,night_2001_70,11-12May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1295,0.003088803,-0.566666667,La Nina
60,2001,136,early morning_2001_70,11-12May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,-0.566666667,La Nina
69,2001,436,morning_2001_70,11-12May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,16,1295,0.012355212,-0.566666667,La Nina
86,2002,441,morning_2002_70,17-18May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,-0.125,no signal
98,2003,147,early morning_2003_70,16-17May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,0.775,El Nino
115,2004,298,evening_2004_70,14-15May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,0.191666667,no signal
125,2004,449,morning_2004_70,14-15May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,0.191666667,no signal
129,2005,451,morning_2005_70,13-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,7,1295,0.005405405,0.533333333,El Nino
130,2005,299,evening_2005_70,13-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,36,1295,0.027799228,0.533333333,El Nino
139,2005,15,afternoon_2005_70,13-14May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1295,0.003088803,0.533333333,El Nino
141,2005,450,morning_2005_70,13-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,7,1295,0.005405405,0.533333333,El Nino
142,2005,155,early morning_2005_70,13-14May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,5,1295,0.003861004,0.533333333,El Nino
147,2006,303,evening_2006_70,12-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,-0.358333333,no signal
148,2006,17,afternoon_2006_70,12-13May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,9,1295,0.006949807,-0.358333333,no signal
156,2006,162,early morning_2006_70,12-13May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,12,1295,0.009266409,-0.358333333,no signal
164,2006,306,evening_2006_70,12-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,-0.358333333,no signal
169,2006,456,morning_2006_70,12-13May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,-0.358333333,no signal
186,2007,21,afternoon_2007_70,11-12May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,9,1295,0.006949807,0.325,no signal
187,2007,315,evening_2007_70,11-12May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,0.325,no signal
190,2007,612,night_2007_70,11-12May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,0.325,no signal
199,2008,619,night_2008_70,16-17May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,10,1295,0.007722008,-1.1,La Nina
202,2008,319,evening_2008_70,16-17May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,27,1295,0.020849421,-1.1,La Nina
203,2008,616,night_2008_50,16-17May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1295,0.002316602,-1.1,La Nina
206,2008,24,afternoon_2008_70,16-17May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,24,1295,0.018532819,-1.1,La Nina
214,2009,327,evening_2009_70,15-16May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,5,1295,0.003861004,-0.533333333,La Nina
221,2009,32,afternoon_2009_70,15-16May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,-0.533333333,La Nina
223,2009,28,afternoon_2009_50,15-16May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1295,0.001544402,-0.533333333,La Nina
244,2010,332,evening_2010_70,14-15May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1295,0.002316602,0.833333333,El Nino
281,2011,339,evening_2011_70,13-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,8,1295,0.006177606,-1.15,La Nina
285,2011,341,evening_2011_70,13-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,66,1295,0.050965251,-1.15,La Nina
287,2011,483,morning_2011_70,13-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,9,1687,0.005334914,-1.15,La Nina
292,2011,184,early morning_2011_25,13-14May,early morning,25,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1295,0.002316602,-1.15,La Nina
302,2011,478,morning_2011_50,13-14May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,21,1302,0.016129032,-1.15,La Nina
303,2012,193,early morning_2012_50,11-12May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1302,0.000768049,-0.725,La Nina
315,2012,42,afternoon_2012_70,11-12May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,8,1305.5,0.00612792,-0.725,La Nina
317,2012,492,morning_2012_70,11-12May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,12,1295,0.009266409,-0.725,La Nina
328,2012,645,night_2012_70,11-12May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1302,0.002304147,-0.725,La Nina
332,2012,197,early morning_2012_70,11-12May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1330,0.003007519,-0.725,La Nina
343,2012,348,evening_2012_70,11-12May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1298.5,0.000770119,-0.725,La Nina
348,2012,640,night_2012_50,11-12May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1309,0.003055768,-0.725,La Nina
357,2013,49,afternoon_2013_50,17-18May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,5,1295,0.003861004,-0.041666667,no signal
365,2013,656,night_2013_70,17-18May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,494,NA,NA,-0.041666667,no signal
369,2013,52,afternoon_2013_70,17-18May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,6,1298.5,0.004620716,-0.041666667,no signal
376,2013,652,night_2013_50,17-18May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,NA,NA,-0.041666667,no signal
383,2013,209,early morning_2013_70,17-18May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,58,NA,NA,-0.041666667,no signal
386,2013,359,evening_2013_70,17-18May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,177,1298.5,0.136311128,-0.041666667,no signal
394,2013,500,morning_2013_70,17-18May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,12,NA,NA,-0.041666667,no signal
397,2013,202,early morning_2013_25,17-18May,early morning,25,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,NA,NA,-0.041666667,no signal
401,2013,357,evening_2013_50,17-18May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1295,0.000772201,-0.041666667,no signal
404,2013,354,evening_2013_25,17-18May,evening,25,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1298.5,0.000770119,-0.041666667,no signal
414,2014,60,afternoon_2014_70,16-17May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,71,1347.5,0.052690167,-0.308333333,no signal
418,2014,671,night_2014_70,16-17May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,71,1295,0.054826255,-0.308333333,no signal
419,2014,667,night_2014_50,16-17May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1291.5,0.003097174,-0.308333333,no signal
430,2014,374,evening_2014_70,16-17May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,51,1295,0.039382239,-0.308333333,no signal
432,2014,218,early morning_2014_50,16-17May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,10,1302,0.007680492,-0.308333333,no signal
433,2014,222,early morning_2014_70,16-17May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,21,1309,0.016042781,-0.308333333,no signal
447,2014,507,morning_2014_70,16-17May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,41,1298.5,0.031574894,-0.308333333,no signal
456,2014,368,evening_2014_50,16-17May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,15,1883,0.007966012,-0.308333333,no signal
472,2015,516,morning_2015_50,15-16May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,2,1302,0.001536098,0.391666667,no signal
474,2015,520,morning_2015_70,15-16May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,39,1295,0.03011583,0.391666667,no signal
491,2015,228,early morning_2015_50,15-16May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,8,1295,0.006177606,0.391666667,no signal
494,2015,379,evening_2015_50,15-16May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,6,1382.5,0.004339964,0.391666667,no signal
496,2015,70,afternoon_2015_70,15-16May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,8,1316,0.006079027,0.391666667,no signal
512,2015,66,afternoon_2015_50,15-16May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1305.5,0.00229797,0.391666667,no signal
513,2015,383,evening_2015_70,15-16May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,16,1330,0.012030075,0.391666667,no signal
521,2015,686,night_2015_70,15-16May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,8,1298.5,0.006160955,0.391666667,no signal
524,2016,240,early morning_2016_50,13-15May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,20,1288,0.01552795,1.866666667,El Nino
544,2016,394,evening_2016_70,13-15May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,18,1295,0.013899614,1.866666667,El Nino
549,2016,246,early morning_2016_70,13-15May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,54,1295,0.041698842,1.866666667,El Nino
552,2016,389,evening_2016_50,13-15May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,11,1298.5,0.008471313,1.866666667,El Nino
562,2016,690,night_2016_25,13-15May,night,25,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1298.5,0.000770119,1.866666667,El Nino
564,2016,697,night_2016_70,13-15May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,73,1298.5,0.056218714,1.866666667,El Nino
566,2016,531,morning_2016_70,13-15May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,12,1473.5,0.008143875,1.866666667,El Nino
573,2016,86,afternoon_2016_50,13-15May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,5,1309,0.00381971,1.866666667,El Nino
574,2016,83,afternoon_2016_50,13-15May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,77,1309,0.058823529,1.866666667,El Nino
583,2017,710,night_2017_70,12-14May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,9,1305.5,0.00689391,-0.283333333,no signal
587,2017,538,morning_2017_70,12-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,71,1295,0.054826255,-0.283333333,no signal
588,2017,403,evening_2017_70,12-14May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,15,1298.5,0.011551791,-0.283333333,no signal
595,2017,540,morning_2017_70,12-14May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,52,1295,0.04015444,-0.283333333,no signal
596,2017,400,evening_2017_50,12-14May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,25,1309,0.019098549,-0.283333333,no signal
600,2017,250,early morning_2017_50,12-14May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,4,1298.5,0.003080477,-0.283333333,no signal
601,2017,396,evening_2017_10,12-14May,evening,10,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,1,1351,0.000740192,-0.283333333,no signal
612,2017,704,night_2017_50,12-14May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,7,1309,0.005347594,-0.283333333,no signal
617,2017,94,afternoon_2017_70,12-14May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,128,1309,0.097784568,-0.283333333,no signal
632,2017,252,early morning_2017_70,12-14May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,80,1298.5,0.061609549,-0.283333333,no signal
634,2018,104,afternoon_2018_70,11-13May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,26,1295,0.02007722,-0.441666667,no signal
636,2018,259,early morning_2018_50,11-13May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,61,1291.5,0.047231901,-0.441666667,no signal
647,2018,721,night_2018_70,11-13May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,16,1302,0.012288786,-0.441666667,no signal
651,2018,410,evening_2018_70,11-13May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,42,1302,0.032258065,-0.441666667,no signal
656,2018,101,afternoon_2018_50,11-13May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,5,1302,0.003840246,-0.441666667,no signal
659,2018,261,early morning_2018_70,11-13May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,106,1295,0.081853282,-0.441666667,no signal
664,2018,548,morning_2018_50,11-13May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,43,1305.5,0.032937572,-0.441666667,no signal
672,2018,717,night_2018_50,11-13May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,74,1295,0.057142857,-0.441666667,no signal
681,2018,407,evening_2018_50,11-13May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,39,1295,0.03011583,-0.441666667,no signal
693,2019,422,evening_2019_70,10-11May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,164,1295,0.126640927,0.491666667,El Nino
695,2019,268,early morning_2019_50,10-11May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,387,1295,0.298841699,0.491666667,El Nino
696,2019,116,afternoon_2019_70,10-11May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,446,1295,0.344401544,0.491666667,El Nino
699,2019,555,morning_2019_50,10-11May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,324,1295,0.25019305,0.491666667,El Nino
703,2019,114,afternoon_2019_50,10-11May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,3,1295,0.002316602,0.491666667,El Nino
706,2019,420,evening_2019_50,10-11May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,11,1295,0.008494208,0.491666667,El Nino
712,2019,732,night_2019_70,10-11May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,136,1295,0.105019305,0.491666667,El Nino
732,2019,729,night_2019_50,10-11May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,Pandalus platyceros,424,1295,0.327413127,0.491666667,El Nino
175,2007,606,night_2007_25,11-12May,night,25,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,5,1295,0.003861004,0.325,no signal
177,2007,165,early morning_2007_10,11-12May,early morning,10,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,1,1295,0.000772201,0.325,no signal
178,2007,310,evening_2007_50,11-12May,evening,50,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,3,1295,0.002316602,0.325,no signal
188,2007,309,evening_2007_25,11-12May,evening,25,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,11,1295,0.008494208,0.325,no signal
191,2007,20,afternoon_2007_70,11-12May,afternoon,70,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,30,1295,0.023166023,0.325,no signal
192,2007,166,early morning_2007_25,11-12May,early morning,25,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,1,1295,0.000772201,0.325,no signal
193,2007,167,early morning_2007_50,11-12May,early morning,50,shrimp,barred shrimp,Pandalus spp.,Pandalus spp.,32,1295,0.024710425,0.325,no signal
12,1999,430,morning_1999_50,14-15May,morning,50,shrimp,pandalid shrimp (unidentified),Pandalus spp.,Pandalus spp.,18,NA,NA,NA,NA
576,2016,81,afternoon_2016_50,13-15May,afternoon,50,shrimp,pandalid shrimp (unidentified),Pandalus spp.,Pandalus spp.,20,1309,0.015278839,1.866666667,El Nino
384,2013,203,early morning_2013_25,17-18May,early morning,25,shrimp,red shrimp,Pandalus spp.,Pandalus spp.,1,NA,NA,-0.041666667,no signal
641,2018,266,early morning_2018_70,11-13May,early morning,70,shrimp,red shrimp,Pandalus spp.,Pandalus spp.,4,1295,0.003088803,-0.441666667,no signal
675,2018,552,morning_2018_50,11-13May,morning,50,shrimp,red shrimp,Pandalus spp.,Pandalus spp.,4,1305.5,0.00306396,-0.441666667,no signal
136,2005,598,night_2005_25,13-14May,night,25,shrimp,striped shrimp,Pandalus spp.,Pandalus spp.,11,1295,0.008494208,0.533333333,El Nino
183,2007,312,evening_2007_70,11-12May,evening,70,shrimp,striped shrimp,Pandalus spp.,Pandalus spp.,2,1295,0.001544402,0.325,no signal
185,2007,22,afternoon_2007_70,11-12May,afternoon,70,shrimp,striped shrimp,Pandalus spp.,Pandalus spp.,6,1295,0.004633205,0.325,no signal
209,2008,459,morning_2008_70,16-17May,morning,70,shrimp,striped shrimp,Pandalus spp.,Pandalus spp.,1,1295,0.000772201,-1.1,La Nina
234,2009,465,morning_2009_70,15-16May,morning,70,shrimp,striped shrimp,Pandalus spp.,Pandalus spp.,7,1295,0.005405405,-0.533333333,La Nina
245,2010,37,afternoon_2010_70,14-15May,afternoon,70,shrimp,yellowleg pandalid,Pandalus tridens,Pandalus tridens,3,1295,0.002316602,0.833333333,El Nino
181,2007,168,early morning_2007_70,11-12May,early morning,70,shrimp,slender blade shrimp,Spirontocaris holmesi ,Spirontocaris holmesi ,29,1295,0.022393822,0.325,no signal
